Ticker,Name,Country,Sector,LastPrice,LastPrice+1M,T12M_DVDS_PAID,TRAIL_12M_EARN_FOR_COMMON,TOTAL_EQUITY,BS_TOT_ASSET,TRAIL_12M_CASH_FROM_OPER,TRAIL_12M_FREE_CASH_FLOW,TRAIL_12M_OPER_MARGIN,TRAIL_12M_GROSS_MARGIN,TRAIL_12M_NET_SALES,TRAIL_12M_ACCT_RCV_UNBILLED_REV,VOLATILITY_90D,CUR_MKT_CAP,TRAIL_12M_EBITDA,TRAIL_12M_INT_EXP,NET_DEBT
PFG UN Equity,Principal Financial Group Inc,US,Financials,44.98,38,-454.9,1226.1,9763.8,215365.4,4228.3,4113.5,13.3398,#N/A N/A,12065.4,#N/A N/A,29.887,13167.9458,#N/A N/A,170.5,993.5
ATI UN Equity,Allegheny Technologies Inc,US,Materials,11.25,9.38,-77.2,-128.9,2517.6,6161.1,203,35.5,0.2805,6.9435,4028.2,125.7,73.441,1228.59,197.9,#N/A N/A,1308.1
SRCL UW Equity,Stericycle Inc,US,Industrials,120.6,120.35,0,270.696,2734.442,5176.457,395.445,302.645,17.15,43.7513,2774.551,-75.048,43.025,10249.1635,583.283,70.61,846.921
ARW UN Equity,Arrow Electronics Inc,US,Information Technology,54.18,51.6,0,455.411,4212.611,12006.198,567.997,420.317,3.2564,13.1377,22927.557,-21.776,29.181,5067.4433,905.15,#N/A N/A,2497.335
ETFC UW Equity,E*TRADE Financial Corp,US,Financials,29.64,23.56,0,220,5812,41205,1001,924,0.2484,#N/A N/A,1610,#N/A N/A,35.95,8683.5711,607,246,-16
NOV UN Equity,National Oilwell Varco Inc,US,Energy,33.49,32.54,-733,1349,18206,29628,1454,885,11.8181,23.9518,17744,1000,35.905,12583.7878,2864,102,2137
DGX UN Equity,Quest Diagnostics Inc,US,Health Care,71.14,65.67,-206,708,4621,10074,842,584,18.8256,37.6777,7527,-266,26.805,10197.8977,1726,160,3608
ROK UN Equity,Rockwell Automation Inc,US,Industrials,102.61,95.57,-350.1,825.6,2256.8,6404.7,1187.7,1064.8,18.9714,42.8526,6307.9,73.4,25.581,13546.0935,1359.2,63.7,-648.3
AMT UN Equity,American Tower Corp,US,Financials,96.95,94.34,-658.73,557.564,6684.202,26926.788,2108.598,1339.529,34.304,#N/A N/A,4537.789,#N/A N/A,21.01,41065.127,2753.162,593.709,16740.004
AMZN UW Equity,Amazon.com Inc,US,Consumer Discretionary,675.89,587,0,328,12430,56230,9823,5400,1.706,32.4164,100588,-1681,30.726,316831.5437,7624,419,-5068
RL UN Equity,Ralph Lauren Corp,US,Consumer Discretionary,111.48,112.5,-165,563,3811,6443,985,568,11.0711,57.0477,7506,26,43.273,9441.7454,1135,16,-105
BXP UN Equity,Boston Properties Inc,US,Financials,127.54,116.21,-1225.969,609.234,8062.759,18980.263,834.754,256.193,34.1789,#N/A N/A,2480.288,#N/A N/A,22.139,19587.1186,1485.246,443.922,8342.789
APH UN Equity,Amphenol Corp,US,Information Technology,52.23,49.57,-116.1,756.8,3181.4,7485.6,981.665,804.422,19.6704,31.9478,5564.7,#N/A N/A,25.614,16100.4857,1272.823,71.3,1255.7
TK UN Equity,Teekay Corp,US,Energy,9.87,6.85,-108.823,30.257,3909.187,13136.995,788.709,-1099.653,27.0807,34.3074,2295.265,#N/A N/A,162.805,715.58,1073.428,233.518,6627.788
PXD UN Equity,Pioneer Natural Resources Co,US,Energy,125.38,123.95,-12,770,8981,14965,1357,-1500,20.0844,23.6594,4028,74,46.99,18729.0029,2071,184,2094
VLO UN Equity,Valero Energy Corp,US,Energy,70.71,67.87,-751,4847,21868,45825,6121,4235,7.7493,10.3204,96886,#N/A N/A,30.724,34047.1088,9281,427,2080
LLL UN Equity,L-3 Communications Holdings Inc,US,Industrials,119.51,116.84,-213,129,4659,13036,1176,978,3.9154,8.6174,11059,-186,26.813,9368.118,643,177,3617
WU UN Equity,Western Union Co/The,US,Information Technology,17.91,17.84,-303.8,847,1347.2,9815.9,1074.8,923.6,20.0178,41.5935,5513.6,0,24.271,9049.5828,1374.4,169.5,2069.4
COO UN Equity,Cooper Cos Inc/The,US,Health Care,134.2,131.15,-2.896,197.63,2693.935,4422.682,438.505,193.663,12.92,60.5964,1809.522,#N/A N/A,30.49,6434.715,417.643,16.574,1290.852
CHRW UW Equity,CH Robinson Worldwide Inc,US,Industrials,62.02,64.77,-228.866,496.063,1131.363,3312.565,672.547,650.157,6.1036,8.6709,13622.433,30.817,25.222,8907.614,894.539,#N/A N/A,947.798
HAIN UW Equity,Hain Celestial Group Inc/The,US,Consumer Staples,40.39,36.38,0,180.343,1781.625,3152.176,188.653,131.179,9.7064,23.4955,2744.446,-7.387,33.596,4158.6274,323.949,#N/A N/A,740.823
ACN UN Equity,Accenture PLC,US,Information Technology,104.5,105.54,-1353.471,3053.5811,6647.571,18266.058,4092.137,3697.12,13.477,29.8023,32914.424,-158.99,22.224,68756.294,5081.792,14.578,-4335.779
MAA UN Equity,Mid-America Apartment Communities Inc,US,Financials,90.81,93.82,-228.896,323.825,3178.587,6887.341,451.576,-107.557,27.1298,#N/A N/A,1032.66,#N/A N/A,20.68,6845.2014,571.325,122.888,3380.259
MAN UN Equity,ManpowerGroup Inc,US,Industrials,84.29,76.35,-100.4,412.5,2685.2,7444.4,484.1,432.1,3.5959,16.9948,19497.1,-246.8,30.963,6205.0776,777.7,33.8,226.2
YUM UN Equity,Yum! Brands Inc,US,Consumer Discretionary,73.05,72.37,-711,932,1893,8306,2254,1234,10.9269,26.1653,13151,-11,46.028,31502.2017,2180,#N/A N/A,2356
OII UN Equity,Oceaneering International Inc,US,Energy,37.52,33.85,-108.019,305.977,1588.916,3420.63,709.336,484.733,14.7347,21.7494,3259.615,242.367,43.984,3671.1436,724.551,21.918,526.34
PLD UN Equity,Prologis Inc,US,Financials,42.92,39.47,-762.726,1153.034,18184.971,31419.354,903.559,-550.256,17.4375,#N/A N/A,2004.738,#N/A N/A,22.145,22492.0971,1107.602,292.79,11623.922
FE UN Equity,FirstEnergy Corp,US,Utilities,31.73,33.06,-607,498,12628,52663,3293,196,11.4845,58.2576,14968,56,22.197,13423.1156,3476,995,22088
VIA UW Equity,Viacom Inc,US,Consumer Discretionary,43.99,48.54,-564,1922,3818,22217,2313,2171,23.4549,48.2364,13268,124,32.853,16465.8552,3334,#N/A N/A,11779
TSCO UW Equity,Tractor Supply Co,US,Consumer Discretionary,85.5,88.31,-98.006,410.745,1337.26,2440.586,485.068,286.412,10.6247,34.4211,6164.151,0,28.487,11485.5504,775.779,#N/A N/A,149.934
VRSN UW Equity,VeriSign Inc,US,Information Technology,87.36,75.6,0,339.178,-1031.41,2577.305,629.467,591.539,56.5751,81.6556,1042.658,1.158,24.803,9741.2658,652.205,100.65,-29.478
PWR UN Equity,Quanta Services Inc,US,Industrials,20.25,18.7,0,382.557,3203.914,5373.424,695.759,480.344,4.3051,13.1448,7700.778,208.161,66.09,3235.1014,521.116,6.43,301.365
GLPI UW Equity,Gaming and Leisure Properties Inc,US,Financials,27.8,26.08,-293.896,142.586,-236.586,2516.115,319.077,303.27,44.1056,85.7775,605.4,#N/A N/A,22.886,3202.0473,377.046,119.943,2498.674
ATML UW Equity,Atmel Corp,US,Information Technology,8.61,8.06,-50.239,15.736,861.307,1300.898,133.829,100.977,3.1973,44.7469,1257.128,10.063,44.113,3618.8079,98.641,3.051,-154.374
AEE UN Equity,Ameren Corp,US,Utilities,43.23,44.92,-408,649,7156,23459,1895,-2,20.1948,69.5942,6160,-56,20.028,10489.1022,2092,339,7087
BRCM UW Equity,Broadcom Corp,US,Information Technology,57.82,54.67,-326,1414,9989,13235,1893,1591,17.2089,53.5832,8484,-27,25.064,35212.38,1766,#N/A N/A,-5050
ATR UN Equity,AptarGroup Inc,US,Materials,72.65,72.9,-70.641,197.555,1159.904,2491.752,347.005,205.678,13.5728,34.5885,2369.561,-5.922,18.713,4536.7753,463.627,31.016,335.367
NVDA UW Equity,NVIDIA Corp,US,Information Technology,32.96,29.29,-198.217,599.128,4465,7174,1106.729,1004.684,14.9837,55.9851,4859.514,26.405,36.851,17732.48,933.091,47.594,-3311
LGF UN Equity,Lions Gate Entertainment Corp,US,Consumer Discretionary,32.39,26.15,-39.97,116.354,887.547,3565.226,135.838,116.44,6.5222,43.3384,2283.081,-85.555,31.787,4813.8268,156.865,51.688,1412.977
LVLT UN Equity,Level 3 Communications Inc,US,Telecommunication Services,54.36,48.81,0,176,6780,20883,1695,494,15.1298,65.1422,8090,-96,32.134,19366.679,2346,685,10322
CPRT UW Equity,Copart Inc,US,Industrials,38.01,33.51,0,219.581,1016.545,1855.764,258.304,182.372,30.427,42.1071,1144.531,-28.323,19.285,4570.1898,394.734,21.935,131.914
RMD UN Equity,ResMed Inc,US,Health Care,53.69,56.7,-160.142,350.029,1460.813,2254.679,418.716,360.492,24.1256,59.2168,1710.16,-18.565,21.707,7497.8016,485.463,#N/A N/A,-321.466
SEE UN Equity,Sealed Air Corp,US,Materials,44.6,40.53,-108.2,278.2,442,7586.3,934.8,762.4,9.7982,36.1632,7251.3,-10.3,24.502,8805.1041,934.2,237.9,4315.8
LAZ UN Equity,Lazard Ltd,US,Financials,45.01,35.99,-283.408,1000.994,1211.873,4148.037,839.989,813.487,1.52,#N/A N/A,2869.918,#N/A N/A,45.429,5872.7296,134.676,54.827,138.366
CTSH UW Equity,Cognizant Technology Solutions Corp,US,Information Technology,60.02,63.31,0,1563.057,8827,12267.6,1787.496,1514.14,17.3407,40.0793,11925.73,-282.277,28.102,36496.2922,2372.884,15.573,-3100.7
ALB UN Equity,Albemarle Corp,US,Materials,56.01,52.64,-100.433,142.146,3274.514,9675.064,243.856,45.394,6.9288,31.1392,3319.548,#N/A N/A,39.034,6284.4987,455.606,116.089,3608.842
MTD UN Equity,Mettler-Toledo International Inc,US,Health Care,339.13,312.85,0,350.641,586.352,2053.546,430.5,345.764,20.2106,56.033,2419.34,-6.352,25.393,9277.5245,552.628,27.62,499.493
ISRG UW Equity,Intuitive Surgical Inc,US,Health Care,546.16,540.85,0,545.6,4115.2,4682.3,682.7,556.2,29.4128,65.4026,2312.6,-75.8,22.039,20407.3839,765.4,#N/A N/A,-1739.7
BMRN UW Equity,BioMarin Pharmaceutical Inc,US,Health Care,104.76,74.02,0,-310.213,2292.64,3624.853,-179.05,-330.661,-30.3366,83.0223,892.416,-22.323,49.856,16892.729,-223.037,38.108,49.463
CNX UN Equity,CONSOL Energy Inc,US,Energy,7.9,7.94,-45.378,-331.625,4887.85,11185.366,490.892,-723.082,-15.6339,23.6783,2971.421,44.265,99.39,1809.5237,160.371,203.212,3659.264
SPWR UW Equity,SunPower Corp,US,Information Technology,30.01,25.44,0,75.317,1646.694,4394.325,-307.011,-496.36,2.5687,20.4459,2366.347,306.531,62.578,4099.1615,191.824,49.58,475.739
AET UN Equity,Aetna Inc,US,Health Care,108.12,101.84,-340.5,2301.4,15932.5,53478.4,3049.7,2654.2,7.9195,27.1009,60059.2,#N/A N/A,36.313,37701.4453,5416.7,335.5,3194.2
IHS UN Equity,IHS Inc,US,Industrials,118.43,104.62,0,209.834,2190.982,5649.599,582.31,453.483,14.2477,61.5929,2234.36,44.473,26.747,8074.3821,545.9,65.807,1821.492
RSG UN Equity,Republic Services Inc,US,Industrials,43.99,43.7,-394.5,628,7802.2,20791.8,1752.7,841.3,15.146,37.5374,9053.9,-16.3,16.74,15275.0147,2404.3,359.8,7458.5
EBAY UW Equity,eBay Inc,US,Information Technology,27.48,23.46,0,2271,6492,18338,4634,4121,23.7433,75.7503,10862,#N/A N/A,33.424,32993.97,3038,#N/A N/A,2138
GS UN Equity,Goldman Sachs Group Inc/The,US,Financials,180.23,161.56,-1606,7026,88121,880559,5151,3776,27.7422,#N/A N/A,39348,#N/A N/A,27.074,80264.1923,17087,5113,50899
SRE UN Equity,Sempra Energy,US,Utilities,94.01,94.75,-617,1277,12396,40566,2589,-422,18.5171,61.662,10277,#N/A N/A,19.95,23334.2643,3118,552,14042
MCO UN Equity,Moody's Corp,US,Financials,100.34,89.14,-262.8,959.7,-240.2,4772.9,1202.3,1118.6,42.4759,#N/A N/A,3496.1,-25.4,25.814,19837.2177,1596.8,125.4,736.7
EXP UN Equity,Eagle Materials Inc,US,Materials,60.43,53.54,-20.114,166.405,1069.691,1920.25,224.059,96.656,16.9386,20.1957,1129.26,-5.374,33.047,3024.3193,281.75,16.47,503.411
PCLN UW Equity,Priceline Group Inc/The,US,Consumer Discretionary,1274.95,1064.97,0,2498.922,8526.773,16614.77,2976.439,2809.023,35.0821,92.5312,9064.089,-118.456,29.525,63471.9574,3453.162,147.011,2368.486
FFIV UW Equity,F5 Networks Inc,US,Information Technology,96.96,93.78,0,365.014,1316.728,2312.29,684.541,624.234,28.7995,82.6931,1919.823,-38.68,29.877,6884.558,605.482,#N/A N/A,-1171.998
AKAM UW Equity,Akamai Technologies Inc,US,Information Technology,52.63,45.62,0,330.093,3085.663,4184.809,741.901,387.177,22.2573,67.7149,2154.584,-48.891,41.792,9364.9269,766.549,18.408,-885.508
QEP UN Equity,QEP Resources Inc,US,Energy,13.4,12.82,-14.4,555.1,3972.1,8456.1,596.7,-795.6,-33.2414,14.3993,2755,#N/A N/A,68.739,2368.2752,18.3,150.1,1722.7
RAI UN Equity,Reynolds American Inc,US,Consumer Staples,46.15,49.95,-1424,3122,18477,53774,30,-99,67.2066,54.1466,9755,#N/A N/A,21.757,65953.0315,6675,474,14745
SLM UW Equity,SLM Corp,US,Financials,6.52,6.4,-19.461,184.695,1997.334,14450.544,-327.383,-327.383,37.3063,#N/A N/A,910.291,#N/A N/A,28.322,2778.227,488.158,122.051,21.895
DVN UN Equity,Devon Energy Corp,US,Energy,32,27.9,-395,-10326,15922,34351,5265,-1146,-96.5986,19.8584,15817,#N/A N/A,54.232,13152,-11881,553,10113
GOOGL UW Equity,Alphabet Inc,US,Information Technology,778.01,761.35,0,15660,116241,144281,26078,14712,25.6107,62.5197,71763,-1487,26.402,527960.7785,23305,103,-72349
ESS UN Equity,Essex Property Trust Inc,US,Financials,239.41,213.11,-355.174,187.416,6356.412,12012.717,623.059,-29.297,26.0061,#N/A N/A,1162.929,#N/A N/A,21.581,15809.4731,746.081,195.93,5308.163
RHT UN Equity,Red Hat Inc,US,Information Technology,82.81,70.05,0,195.114,1368.05,3801.471,679.407,635.67,14.814,84.8322,1904.986,-38.288,24.793,15137.9412,357.09,20.692,-1271.209
PRE UN Equity,PartnerRe Ltd,US,Financials,139.74,140.4,-189.661,148.028,6777.349,22025.228,376.991,376.991,7.0605,#N/A N/A,5714.075,#N/A N/A,3.166,6694.7142,#N/A N/A,48.986,-435.315
NFLX UW Equity,Netflix Inc,US,Consumer Discretionary,114.38,91.84,0,162.834,2167.318,9916.267,-543.155,-637.04,4.8282,32.3629,6440.906,#N/A N/A,50.541,48884.6709,372.085,110.64,-209.642
A UN Equity,Agilent Technologies Inc,US,Health Care,41.81,37.65,-133,393,4170,7479,491,393,12.9272,50.5448,4038,-24,25.343,13888.0653,775,66,-348
ANTM UN Equity,Anthem Inc,US,Health Care,139.44,130.49,-611.1,2885.8,23236.1,62335.6,3472,2759.7,7.4009,23.4675,77952.9,-425,28.899,36391.5506,#N/A N/A,626.9,-4719.5
CME UW Equity,CME Group Inc/IL,US,Financials,90.6,89.85,-1332.5,1261.8,21376.8,80949.6,1643.7,1516.9,59.3393,#N/A N/A,3354.1,-18.9,27.901,30644.2164,2219,117.2,734.5
JNPR UN Equity,Juniper Networks Inc,US,Information Technology,27.6,23.6,-160.2,-333.7,4428.1,8505.9,1060.4,853.6,-1.485,62.7462,4639.8,0.7,30.485,10649.5217,106.8,78.6,-564.7
BLK UN Equity,BlackRock Inc,US,Financials,340.52,314.26,-1437,3297,28481,222216,3137,2951,39.9134,#N/A N/A,11322,#N/A N/A,28.556,56569.7749,4989,211,-723
O UN Equity,Realty Income Corp,US,Financials,51.63,55.79,-515.288,251.534,6063.836,11738.569,660.559,-560.519,48.8891,#N/A N/A,1007.189,#N/A N/A,21.554,12892.712,887.463,240.218,5244.475
DTE UN Equity,DTE Energy Co,US,Utilities,80.19,85.01,-492,946,8833,28654,2013,57,15.0714,56.7899,10928,52,19.388,14392.1509,2617,447,9421
NDAQ UW Equity,Nasdaq Inc,US,Financials,58.17,62,-133,367,5546,11770,752,614,18.7554,59.9421,3455,73,26.291,9553.6387,783,111,1952
PM UN Equity,Philip Morris International Inc,US,Consumer Staples,87.91,90.01,-6229,7228,-12226,32011,7347,6362,40.7768,65.1364,27599,-112,19.54,136198.581,12044,#N/A N/A,26514
TWC UN Equity,Time Warner Cable Inc,US,Consumer Discretionary,185.59,182.01,-863,1912,8749,48721,6516,2098,18.5351,75.7122,23415,36,20.106,52558.6315,7956,1402,22210
CRM UN Equity,salesforce.com Inc,US,Information Technology,78.4,68.06,0,-87.682,4749.954,10911.966,1489.622,751.381,0.9448,75.1399,6302.426,-257.902,27.809,52057.6,648.002,69.902,-1013.545
NRE UN Equity,NorthStar Realty Europe Corp,US,Financials,11.81,9.44,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A N/A,744.0937,#N/A,#N/A,#N/A
MET UN Equity,MetLife Inc,US,Financials,48.21,44.65,-1730,5857,71067,882460,14953,14953,13.3507,#N/A N/A,72026,#N/A N/A,27.669,53591.5119,#N/A N/A,1205,13985
SLGN UW Equity,Silgan Holdings Inc,US,Materials,53.72,52.87,-39.536,169.464,631.885,3514.415,350.119,152.561,8.4893,14.6571,3844.555,-29.792,24.894,3244.3069,470.043,68.264,1827.611
MON UN Equity,Monsanto Co,US,Materials,98.52,90.6,-938,2314,7005,21920,3108,2141,23.4851,54.543,15001,68,23.131,43332.7568,4239,433,5296
COH UN Equity,Coach Inc,US,Consumer Discretionary,32.73,37.05,-372.5,379.7,2473.5,4554.4,806.5,578.1,13.8558,69.0803,4183.1,-14.9,32.688,9083.1643,782.5,#N/A N/A,-385.6
FLR UN Equity,Fluor Corp,US,Industrials,47.22,44.89,-127.796,678.369,3175.942,7599.361,805.648,522.427,5.7011,6.2694,19198.567,#N/A N/A,33.555,6686.9417,1284.265,43.099,-1273.667
MFA UN Equity,MFA Financial Inc,US,Financials,6.6,6.35,-297.034,304.462,3051.782,13384.403,236.924,235.431,89.3106,#N/A N/A,484.836,#N/A N/A,19.526,2444.8726,433.832,169.452,9943.511
NATI UW Equity,National Instruments Corp,US,Information Technology,28.69,28.5,-92.585,106.509,1059.603,1413.307,174.875,132.474,11.6192,74.3166,1223.892,2.559,23.638,3652.1263,216.558,#N/A N/A,-386.295
DNB UN Equity,Dun & Bradstreet Corp/The,US,Industrials,103.93,98.42,-65.8,183.8,-1146.5,2082.4,328.7,320.4,22.6235,66.1552,1603.2,-6.8,27.367,3755.311,415.2,48,1466
HPT UN Equity,Hospitality Properties Trust,US,Financials,26.15,23.59,-297.64,221.771,2975.832,6494.55,510.097,271.876,19.9925,#N/A N/A,1884.997,#N/A N/A,26.125,3962.9616,699.849,143.303,3268.633
EW UN Equity,Edwards Lifesciences Corp,US,Health Care,78.98,78.21,0,463.4,2421.4,3876.6,539.1,439.4,24.748,75.3462,2440.6,-44.4,28.906,17036.7486,673.6,16.6,-645.6
AMP UN Equity,Ameriprise Financial Inc,US,Financials,106.42,90.65,-455,1630,8821,145320,2321,2188,18.4997,#N/A N/A,12184,#N/A N/A,25.836,18528.9519,3577,1077,7575
XEL UN Equity,Xcel Energy Inc,US,Utilities,35.91,38.22,-596.042,971.799,10544.83,38029.696,3133.773,27.416,17.2522,55.5092,11307.293,4.967,18.82,18224.2165,3163.812,558.49,12807.816
COL UN Equity,Rockwell Collins Inc,US,Industrials,92.3,80.88,-167,686,1880,7389,735,525,19.222,30.778,5244,-46,22.522,12119.5212,1260,61,1876
FTI UN Equity,FMC Technologies Inc,US,Energy,29.01,25.15,0,506.1,2524,6711.2,911.3,580.8,10.927,24.3838,7091.6,214.5,42.545,6613.7116,1016.5,#N/A N/A,583.2
ZBH UN Equity,Zimmer Biomet Holdings Inc,US,Health Care,102.59,99.26,-149.8,189.4,9993.3,26689.1,783.8,395.5,9.1298,72.7393,5287.1,31.3,23.01,20905.7822,1003.4,212.6,10104.4
WAB UN Equity,Wabtec Corp/DE,US,Industrials,71.12,63.95,-25.09,389.535,1985.441,3326.082,497.527,447.844,18.0012,31.3859,3296.015,71.065,29.596,6861.5206,657.772,#N/A N/A,242.778
CBG UN Equity,CBRE Group Inc,US,Financials,34.58,27.97,0,571.366,2589.525,9555.464,735.712,569.991,9.2287,37.0522,9942.762,-172.064,30.044,11555.4777,1202.53,110.776,3154.814
MA UN Equity,MasterCard Inc,US,Information Technology,97.36,89.03,-675,3719,6298,14634,3729,3526,52.1807,#N/A N/A,9561,-95,23.931,109312.7621,6597,65,-3614
GME UN Equity,GameStop Corp,US,Consumer Discretionary,28.04,26.21,-151,399.1,1941.6,4835,632,449.5,7.0017,30.6122,9314.9,-77.8,45.316,2934.9559,805.2,23.3,164.7
MD UN Equity,MEDNAX Inc,US,Health Care,71.66,69.46,0,332.016,2333.741,4546.495,443.372,416.808,20.3808,#N/A N/A,2688.781,-24.645,28.881,6739.0131,607.976,17.93,1474.767
KMX UN Equity,CarMax Inc,US,Consumer Discretionary,53.97,44.18,0,627.389,3210.984,13952.565,-616.255,-936.506,7.0713,13.4125,14819.127,8.027,28.735,10936.2024,1172.504,24.075,9734.148
ICE UN Equity,Intercontinental Exchange Inc,US,Financials,256.26,263.8,-316,1192,12410,65856,1431,1239,53.08,#N/A N/A,3263,16,26.3,30429.307,2097,90,2792
FIS UN Equity,Fidelity National Information Services I,US,Information Technology,60.6,59.73,-288.9,721.6,6604.2,14187.8,1175.3,1031.3,18.5896,33.2631,6409.5,-96.1,33.145,17098.5319,1827.2,#N/A N/A,4528.9
CMG UN Equity,Chipotle Mexican Grill Inc,US,Consumer Discretionary,479.85,452.97,0,528.962,2401.488,2947.922,720.874,446.844,18.5382,27.6287,4573.527,-5.579,36.883,14965.3237,973.826,#N/A N/A,-959.743
POM UN Equity,Pepco Holdings LLC,US,Utilities,26.01,26.68,-274,232,4531,16557,706,-526,11.6204,54.5436,4974,-135,15.802,6596.583,1211,278,6167
WYNN UW Equity,Wynn Resorts Ltd,US,Consumer Discretionary,69.19,67.34,-700.059,194.971,-60.782,9981.185,469.697,-1376.253,16.9321,37.7975,4266.956,-15.967,69.623,7027.5253,1047.994,306.291,6754.822
SHLD UW Equity,Sears Holdings Corp,US,Consumer Discretionary,20.56,16.95,0,-802,-906,13186,-1472,-1702,-2.5475,23.8403,27399,#N/A N/A,53.06,2193.5297,-188,346,1325
LVNTA UW Equity,Liberty Ventures,US,Consumer Discretionary,45.11,39.33,#N/A N/A,139,1502,5995,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1001,#N/A N/A,20.857,6401.4028,#N/A N/A,#N/A N/A,-642
AIZ UN Equity,Assurant Inc,US,Financials,80.54,81.31,-80.019,125.566,4683.599,30586.091,408.626,294.455,2.2732,#N/A N/A,10400.352,#N/A N/A,21.634,5302.6808,#N/A N/A,55.113,-372.631
NRG UN Equity,NRG Energy Inc,US,Utilities,11.77,10.64,-208,-13,12167,39988,1788,742,7.1929,27.579,15849,#N/A N/A,70.081,3697.8554,2786,1165,17790
THG UN Equity,Hanover Insurance Group Inc/The,US,Financials,81.34,81.49,-72.4,343.8,2877.5,14041,511,493.8,10.2554,#N/A N/A,5114.4,#N/A N/A,20.025,3517.7325,#N/A N/A,61.8,427.7
GNW UN Equity,Genworth Financial Inc,US,Financials,3.73,2.78,0,-1083,15416,108222,2456,2456,-3.6539,#N/A N/A,8621,#N/A N/A,66.459,1855.5443,#N/A N/A,421,3074
RF UN Equity,Regions Financial Corp,US,Financials,9.6,8.12,-357,929,16952,124789,2154,1883,27.0387,#N/A N/A,5595,#N/A N/A,31.997,12532.5,#N/A N/A,273,2356
DOX UW Equity,Amdocs Ltd,US,Information Technology,54.57,54.74,-100.79,446.163,3406.842,5324.652,772.622,652.119,14.1606,35.5163,3643.538,39.829,21.653,8204.7089,690.743,#N/A N/A,-1134.012
GOOG UW Equity,Alphabet Inc,US,Information Technology,758.88,742.95,0,15660,116241,144281,26078,14712,25.6107,62.5197,71763,-1487,28.332,527960.7785,23305,103,-72349
TDC UN Equity,Teradata Corp,US,Information Technology,26.42,24.34,0,-47,996,2609,467,407,0.1166,51.944,2572,36,46.032,3513.86,173,#N/A N/A,-164
MOS UN Equity,Mosaic Co/The,US,Materials,27.59,24.1,-381.7,1206.1,9627,17117.9,1975.9,1021.9,15.7957,21.3101,9110.7,-221.6,45.063,9725.8907,2186.6,137.6,2513.4
EXPE UW Equity,Expedia Inc,US,Consumer Discretionary,124.3,101.04,-100.093,842.972,3073.678,12403.273,1341.683,627.535,7.5642,80.1679,6329.728,-262.519,34.976,18678.2348,968.371,118.174,984.608
DISCA UW Equity,Discovery Communications Inc,US,Consumer Discretionary,26.68,27.59,#N/A N/A,707,5886,15919,1077,966,31.4446,64.1812,6424,-130,30.596,16945.5651,2352,329,6795
IM UN Equity,Ingram Micro Inc,US,Information Technology,30.38,28.2,-15.196,192.915,3915.666,11461.749,869.722,734.418,0.92,5.9408,45669.802,-88.679,25.776,4547.5457,571.442,85.121,279.117
CF UN Equity,CF Industries Holdings Inc,US,Materials,40.81,30,-286.7,911.7,4467.5,12869.8,1303.2,-1023.9,33.4498,38.807,4409,-46,43.388,9511.8043,1916.8,134.3,4649.4
VIAB UW Equity,Viacom Inc,US,Consumer Discretionary,41.16,45.64,-564,1922,3818,22217,2313,2171,23.4549,48.2364,13268,124,35.237,16465.8552,3334,#N/A N/A,11779
LDOS UN Equity,Leidos Holdings Inc,US,Information Technology,56.26,46.12,-96,171,954,3302,497,460,5.451,12.6667,5100,218,28.29,4054.2882,329,#N/A N/A,510
WYN UN Equity,Wyndham Worldwide Corp,US,Consumer Discretionary,72.65,64.9,-196,552,1019,9707,902,656,17.6352,95.637,5455,-326,25.123,8435.1011,1193,118,2814
Y UN Equity,Alleghany Corp,US,Financials,477.93,477.92,0,543.317,7460.787,23434.135,728.66,677.027,16.8075,#N/A N/A,4949.198,#N/A N/A,15.832,7442.6092,#N/A N/A,92.758,1196.301
SE UN Equity,Spectra Energy Corp,US,Energy,23.94,27.45,-995,775,10189,33259,2498,82,34.4509,34.4509,5518,#N/A N/A,38.924,16073.5738,2684,638,13903
FSLR UW Equity,First Solar Inc,US,Information Technology,65.99,68.66,0,576.209,5388.728,7060.642,507.278,294.708,16.0251,27.3334,3644.664,262.26,46.41,6659.7182,840.644,3.348,-1524.04
MJN UN Equity,Mead Johnson Nutrition Co,US,Consumer Staples,78.95,72.49,-319.5,683.9,392.2,3777.9,837.7,670.1,22.6271,63.6322,4198.5,#N/A N/A,25.244,15563.6512,1047.2,66.4,477.3
KOS UN Equity,Kosmos Energy Ltd,US,Energy,5.2,4.57,0,35.066,1288.952,3105.045,343.831,-351.601,-4.3101,49.0718,543.84,#N/A N/A,62.575,2002.289,142.674,86.934,533.32
DFS UN Equity,Discover Financial Services,US,Financials,53.62,45.79,-504,2141,11303,85611,3810,3648,35.4033,#N/A N/A,9807,#N/A N/A,23.938,22921.6811,5094,1236,13550
TRIP UW Equity,TripAdvisor Inc,US,Consumer Discretionary,85.25,66.76,0,231,1326,2198,369,250,21.55,96.1251,1471,#N/A N/A,48.47,12291.9164,406,10,-442
DPS UN Equity,Dr Pepper Snapple Group Inc,US,Consumer Staples,93.2,93.84,-344,729,2197,8225,976,838,19.7278,58.9592,6245,-36,20.448,17604.7414,1461,112,2428
